symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-L/100km,price,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo
3,?,alfa-romero,two,convertible,rwd,front,88.6,0.8111484863046613,0.8865836791147994,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000,11.19047619047619,8.703703703703704,13495,False,True,True,False
3,?,alfa-romero,two,convertible,rwd,front,88.6,0.8111484863046613,0.8865836791147994,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000,11.19047619047619,8.703703703703704,16500,False,True,True,False
1,?,alfa-romero,two,hatchback,rwd,front,94.5,0.8226814031715521,0.9059474412171508,0.8762541806020067,2823,ohcv,six,152,mpfi,2.68,3.47,9.0,154,5000,12.368421052631579,9.038461538461538,16500,False,True,True,False
2,164,audi,four,sedan,fwd,front,99.8,0.8486304661220567,0.9156293222683265,0.9080267558528428,2337,ohc,four,109,mpfi,3.19,3.4,10.0,102,5500,9.791666666666666,7.833333333333333,13950,False,True,True,False
2,164,audi,four,sedan,4wd,front,99.4,0.8486304661220567,0.9183955739972338,0.9080267558528428,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115,5500,13.055555555555555,10.681818181818182,17450,False,True,True,False
2,?,audi,two,sedan,fwd,front,99.8,0.8519942335415667,0.91701244813278,0.8879598662207359,2507,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,12.368421052631579,9.4,15250,False,True,True,False
1,158,audi,four,sedan,fwd,front,105.8,0.9259971167707832,0.9875518672199172,0.931438127090301,2844,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,12.368421052631579,9.4,17710,False,True,True,False
1,?,audi,four,wagon,fwd,front,105.8,0.9259971167707832,0.9875518672199172,0.931438127090301,2954,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,12.368421052631579,9.4,18920,False,True,True,False
1,158,audi,four,sedan,fwd,front,105.8,0.9259971167707832,0.9875518672199172,0.9347826086956522,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140,5500,13.823529411764707,11.75,23875,False,True,False,True
0,?,audi,two,hatchback,4wd,front,99.5,0.8563190773666506,0.9391424619640388,0.8695652173913044,3053,ohc,five,131,mpfi,3.13,3.4,7.0,160,5500,14.6875,10.681818181818182,?,False,True,False,True
2,192,bmw,two,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800,10.217391304347826,8.10344827586207,16430,False,True,True,False
0,192,bmw,four,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800,10.217391304347826,8.10344827586207,16925,False,True,True,False
0,188,bmw,two,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,11.19047619047619,8.392857142857142,20970,False,True,True,False
0,188,bmw,four,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,11.19047619047619,8.392857142857142,21105,False,True,True,False
1,?,bmw,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,0.931438127090301,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,11.75,9.4,24565,False,True,True,False
0,?,bmw,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,0.931438127090301,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,14.6875,10.681818181818182,30760,False,True,True,False
0,?,bmw,two,sedan,rwd,front,103.5,0.9312830370014417,0.9391424619640388,0.8979933110367894,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,14.6875,10.681818181818182,41315,False,True,True,False
0,?,bmw,four,sedan,rwd,front,110.0,0.9466602594906295,0.9806362378976488,0.9414715719063546,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,15.666666666666666,11.75,36880,False,True,True,False
2,121,chevrolet,two,hatchback,fwd,front,88.4,0.6780394041326285,0.8340248962655602,0.8896321070234114,1488,l,three,61,2bbl,2.91,3.03,9.5,48,5100,5.0,4.433962264150943,5151,False,True,True,False
1,98,chevrolet,two,hatchback,fwd,front,94.5,0.7491590581451226,0.8796680497925312,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,6.184210526315789,5.465116279069767,6295,False,True,True,False
0,81,chevrolet,four,sedan,fwd,front,94.5,0.7630946660259491,0.8796680497925312,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,6.184210526315789,5.465116279069767,6575,False,True,True,False
1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68,5500,6.351351351351352,5.7317073170731705,5572,False,True,True,False
1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.580645161290323,6.184210526315789,6377,False,True,True,False
1,118,dodge,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,9.791666666666666,7.833333333333333,7957,False,True,False,True
1,148,dodge,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.580645161290323,6.184210526315789,6229,False,True,True,False
1,148,dodge,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.580645161290323,6.184210526315789,6692,False,True,True,False
1,148,dodge,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.580645161290323,6.184210526315789,7609,False,True,True,False
1,148,dodge,?,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,9.791666666666666,7.833333333333333,8558,False,True,False,True
-1,110,dodge,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88,5000,9.791666666666666,7.833333333333333,8921,False,True,True,False
3,145,dodge,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2811,ohc,four,156,mfi,3.6,3.9,7.0,145,5000,12.368421052631579,9.791666666666666,12964,False,True,False,True
2,137,honda,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,0.8494983277591973,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58,4800,4.795918367346939,4.351851851851852,6479,False,True,True,False
2,137,honda,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,0.8494983277591973,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,7.580645161290323,6.184210526315789,6855,False,True,True,False
1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60,5500,6.184210526315789,5.595238095238095,5399,False,True,True,False
1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,7.833333333333333,6.911764705882353,6529,False,True,True,False
1,101,honda,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,7.833333333333333,6.911764705882353,7129,False,True,True,False
0,110,honda,four,sedan,fwd,front,96.5,0.7851994233541567,0.8852005532503459,0.911371237458194,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,7.833333333333333,6.911764705882353,7295,False,True,True,False
0,78,honda,four,wagon,fwd,front,96.5,0.754925516578568,0.8838174273858921,0.9749163879598662,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76,6000,7.833333333333333,6.911764705882353,7295,False,True,True,False
0,106,honda,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,0.8913043478260869,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,8.703703703703704,7.121212121212121,7895,False,True,True,False
0,106,honda,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,0.8913043478260869,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,8.703703703703704,7.121212121212121,9095,False,True,True,False
0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,0.9046822742474917,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,8.703703703703704,7.121212121212121,8845,False,True,True,False
0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.8644536652835408,0.9046822742474917,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,8.703703703703704,7.121212121212121,10295,False,True,True,False
0,85,honda,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,0.9046822742474917,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101,5800,9.791666666666666,8.392857142857142,12945,False,True,True,False
1,107,honda,two,sedan,fwd,front,96.5,0.8125901009130225,0.9128630705394192,0.8528428093645485,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100,5500,9.4,7.580645161290323,10345,False,True,True,False
0,?,isuzu,four,sedan,rwd,front,94.3,0.8202787121576165,0.8547717842323651,0.8946488294314382,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78,4800,9.791666666666666,8.10344827586207,6785,False,True,True,False
1,?,isuzu,two,sedan,fwd,front,94.5,0.7491590581451226,0.8796680497925312,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,6.184210526315789,5.465116279069767,?,False,True,True,False
0,?,isuzu,four,sedan,fwd,front,94.5,0.7491590581451226,0.8796680497925312,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,6.184210526315789,5.465116279069767,?,False,True,True,False
2,?,isuzu,two,hatchback,rwd,front,96.0,0.8294089380105718,0.9017980636237899,0.8595317725752508,2734,ohc,four,119,spfi,3.43,3.23,9.2,90,5000,9.791666666666666,8.10344827586207,11048,False,True,True,False
0,145,jaguar,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15.666666666666666,12.368421052631579,32250,False,True,True,False
0,?,jaguar,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15.666666666666666,12.368421052631579,35550,False,True,True,False
0,?,jaguar,two,sedan,rwd,front,102.0,0.921191734742912,0.9764868603042877,0.7993311036789298,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262,5000,18.076923076923077,13.823529411764707,36000,False,True,True,False
1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,7.833333333333333,7.580645161290323,5195,False,True,True,False
1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,7.580645161290323,6.184210526315789,6095,False,True,True,False
1,104,mazda,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,7.580645161290323,6.184210526315789,6795,False,True,True,False
1,113,mazda,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,0.9046822742474917,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,7.580645161290323,6.184210526315789,6695,False,True,True,False
1,113,mazda,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,0.9046822742474917,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68,5000,7.580645161290323,6.184210526315789,7395,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2380,rotor,two,70,4bbl,?,?,9.4,101,6000,13.823529411764707,10.217391304347826,10945,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2380,rotor,two,70,4bbl,?,?,9.4,101,6000,13.823529411764707,10.217391304347826,11845,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2385,rotor,two,70,4bbl,?,?,9.4,101,6000,13.823529411764707,10.217391304347826,13645,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2500,rotor,two,80,mpfi,?,?,9.4,135,6000,14.6875,10.217391304347826,15645,False,True,True,False
1,129,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,9.038461538461538,7.34375,8845,False,True,True,False
0,115,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,9.038461538461538,7.34375,8495,False,True,True,False
1,129,mazda,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,9.038461538461538,7.34375,10595,False,True,True,False
0,115,mazda,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,9.038461538461538,7.34375,10245,False,True,True,False
0,?,mazda,?,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650,6.527777777777778,5.595238095238095,10795,True,False,True,False
0,115,mazda,four,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,9.038461538461538,7.34375,11245,False,True,True,False
0,118,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,0.9096989966555185,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120,5000,12.368421052631579,8.703703703703704,18280,False,True,True,False
0,?,mazda,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,0.9096989966555185,2700,ohc,four,134,idi,3.43,3.64,22.0,72,4200,7.580645161290323,6.0256410256410255,18344,True,False,True,False
-1,93,mercedes-benz,four,sedan,rwd,front,110.0,0.9173474291206152,0.9723374827109267,0.9448160535117057,3515,ohc,five,183,idi,3.58,3.64,21.5,123,4350,10.681818181818182,9.4,25552,True,False,False,True
-1,93,mercedes-benz,four,wagon,rwd,front,110.0,0.9173474291206152,0.9723374827109267,0.9816053511705687,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350,10.681818181818182,9.4,28248,True,False,False,True
0,93,mercedes-benz,two,hardtop,rwd,front,106.7,0.9010091302258529,0.9723374827109267,0.9180602006688964,3495,ohc,five,183,idi,3.58,3.64,21.5,123,4350,10.681818181818182,9.4,28176,True,False,False,True
-1,93,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,0.9414715719063546,3770,ohc,five,183,idi,3.58,3.64,21.5,123,4350,10.681818181818182,9.4,31600,True,False,False,True
-1,?,mercedes-benz,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,0.9448160535117057,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,14.6875,13.055555555555555,34184,False,True,True,False
3,142,mercedes-benz,two,convertible,rwd,front,96.6,0.8664103796251803,0.9751037344398341,0.8494983277591973,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,14.6875,13.055555555555555,35056,False,True,True,False
0,?,mercedes-benz,four,sedan,rwd,front,120.9,1.0,0.991701244813278,0.948160535117057,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184,4500,16.785714285714285,14.6875,40960,False,True,True,False
1,?,mercedes-benz,two,hardtop,rwd,front,112.0,0.9572320999519461,0.995850622406639,0.9264214046822743,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184,4500,16.785714285714285,14.6875,45400,False,True,True,False
1,?,mercury,two,hatchback,rwd,front,102.7,0.857280153772225,0.9405255878284924,0.9163879598662207,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175,5000,12.368421052631579,9.791666666666666,16503,False,True,False,True
2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,0.8494983277591973,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,6.351351351351352,5.7317073170731705,5389,False,True,True,False
2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,0.8494983277591973,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,7.580645161290323,6.184210526315789,6189,False,True,True,False
2,161,mitsubishi,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,0.8494983277591973,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,7.580645161290323,6.184210526315789,6669,False,True,True,False
1,161,mitsubishi,two,hatchback,fwd,front,93.0,0.7558865929841423,0.8824343015214384,0.8494983277591973,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,9.791666666666666,7.833333333333333,7689,False,True,False,True
3,153,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9045643153526972,0.8260869565217391,2370,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,10.217391304347826,7.833333333333333,9959,False,True,False,True
3,153,mitsubishi,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9045643153526972,0.8260869565217391,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,9.4,7.34375,8499,False,True,True,False
3,?,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2833,ohc,four,156,spdi,3.58,3.86,7.0,145,5000,12.368421052631579,9.791666666666666,12629,False,True,False,True
3,?,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2921,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,12.368421052631579,9.791666666666666,14869,False,True,False,True
3,?,mitsubishi,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2926,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,12.368421052631579,9.791666666666666,14489,False,True,False,True
1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,9.4,7.34375,6989,False,True,True,False
1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,9.4,7.34375,8189,False,True,True,False
1,125,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,10.217391304347826,7.833333333333333,9279,False,True,False,True
-1,137,mitsubishi,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,10.217391304347826,7.833333333333333,9279,False,True,True,False
1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,5499,False,True,True,False
1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800,5.222222222222222,4.7,7099,True,False,True,False
1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,6649,False,True,True,False
1,122,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,6849,False,True,True,False
1,103,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,0.8946488294314382,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,7349,False,True,True,False
1,128,nissan,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,7299,False,True,True,False
1,128,nissan,two,hatchback,fwd,front,94.5,0.7957712638154734,0.8824343015214384,0.8913043478260869,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,7799,False,True,True,False
1,122,nissan,four,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,7499,False,True,True,False
1,103,nissan,four,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,0.8946488294314382,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,7999,False,True,True,False
2,168,nissan,two,hardtop,fwd,front,95.1,0.7803940413262855,0.8824343015214384,0.8913043478260869,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,7.580645161290323,6.351351351351352,8249,False,True,True,False
0,106,nissan,four,hatchback,fwd,front,97.2,0.8332532436328689,0.9017980636237899,0.9147157190635452,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,8.703703703703704,6.911764705882353,8949,False,True,True,False
0,106,nissan,four,sedan,fwd,front,97.2,0.8332532436328689,0.9017980636237899,0.9147157190635452,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,8.703703703703704,6.911764705882353,9549,False,True,True,False
